country,year,sex,age,suicides_no,population
Japan,1983,male,55-74,3690.0,8397000.0
Japan,1983,male,75+,1350.0,1638000.0
Japan,1984,female,15-24,519.0,8187000.0
Japan,1984,female,25-34,942.0,8603000.0
Japan,1984,female,35-54,2491.0,17680000.0
Japan,1984,female,05-14,23.0,9136000.0
Japan,1984,female,55-74,2556.0,10728000.0
Japan,1984,female,75+,1543.0,2710000.0
Japan,1984,male,15-24,1202.0,8552000.0
Japan,1984,male,25-34,2264.0,8714000.0
Japan,1984,male,35-54,7461.0,17595000.0
Japan,1984,male,05-14,44.0,9615000.0
Japan,1984,male,55-74,3819.0,8714000.0
Japan,1984,male,75+,1357.0,1716000.0
Japan,1985,female,15-24,491.0,8366600.0
Japan,1985,female,25-34,817.0,8321600.0
Japan,1985,female,35-54,2582.0,17953700.0
Japan,1985,female,05-14,26.0,9041200.0
Japan,1985,female,55-74,2543.0,11024900.0
Japan,1985,female,75+,1553.0,2862400.0
Japan,1985,male,15-24,1139.0,8728500.0
Japan,1985,male,25-34,1982.0,8465800.0
Japan,1985,male,35-54,6962.0,17833300.0
Japan,1985,male,05-14,59.0,9423300.0
Japan,1985,male,55-74,3763.0,8996900.0
Japan,1985,male,75+,1340.0,1791000.0
Japan,1986,female,15-24,680.0,8548000.0
Japan,1986,female,25-34,936.0,8051000.0
Japan,1986,female,35-54,2787.0,18183000.0
Japan,1986,female,05-14,53.0,8777000.0
Japan,1986,female,55-74,2877.0,11355000.0
Japan,1986,female,75+,1801.0,3049000.0
Japan,1986,male,15-24,1263.0,8931000.0
Japan,1986,male,25-34,2057.0,8197000.0
Japan,1986,male,35-54,7298.0,18094000.0
Japan,1986,male,05-14,73.0,9231000.0
Japan,1986,male,55-74,4171.0,9374000.0
Japan,1986,male,75+,1488.0,1889000.0
Japan,1987,female,15-24,569.0,8757000.0
Japan,1987,female,25-34,782.0,7874000.0
Japan,1987,female,35-54,2496.0,18301000.0
Japan,1987,female,05-14,17.0,8523000.0
Japan,1987,female,55-74,2938.0,11656000.0
Japan,1987,female,75+,1718.0,3230000.0
Japan,1987,male,15-24,1065.0,9167000.0
Japan,1987,male,25-34,1904.0,8031000.0
Japan,1987,male,35-54,6688.0,18218000.0
Japan,1987,male,05-14,52.0,8959000.0
Japan,1987,male,55-74,3988.0,9718000.0
Japan,1987,male,75+,1446.0,1982000.0
Japan,1988,female,15-24,583.0,8959000.0
Japan,1988,female,25-34,721.0,7769000.0
Japan,1988,female,35-54,2438.0,18354000.0
Japan,1988,female,05-14,30.0,8248000.0
Japan,1988,female,55-74,2853.0,11962000.0
Japan,1988,female,75+,1865.0,3398000.0
Japan,1988,male,15-24,973.0,9391000.0
Japan,1988,male,25-34,1736.0,7938000.0
Japan,1988,male,35-54,6087.0,18287000.0
Japan,1988,male,05-14,49.0,8669000.0
Japan,1988,male,55-74,3851.0,10062000.0
Japan,1988,male,75+,1490.0,2064000.0
Japan,1989,female,15-24,479.0,9119000.0
Japan,1989,female,25-34,725.0,7749000.0
Japan,1989,female,35-54,2306.0,18362000.0
Japan,1989,female,05-14,27.0,7980000.0
Japan,1989,female,55-74,2786.0,12244000.0
Japan,1989,female,75+,1844.0,3577000.0
Japan,1989,male,15-24,928.0,9573000.0
Japan,1989,male,25-34,1582.0,7931000.0
Japan,1989,male,35-54,5161.0,18310000.0
Japan,1989,male,05-14,36.0,8384000.0
Japan,1989,male,55-74,3676.0,10384000.0
Japan,1989,male,75+,1463.0,2153000.0
Japan,1990,female,15-24,434.0,9143500.0
Japan,1990,female,25-34,698.0,7761900.0
Japan,1990,female,35-54,2184.0,18325800.0
Japan,1990,female,05-14,17.0,7764300.0
Japan,1990,female,55-74,2607.0,12588300.0
Japan,1990,female,75+,1814.0,3736000.0
Japan,1990,male,15-24,875.0,9545600.0
Japan,1990,male,25-34,1462.0,7927600.0
Japan,1990,male,35-54,4822.0,18296000.0
Japan,1990,male,05-14,30.0,8168200.0
Japan,1990,male,55-74,3654.0,10761800.0
Japan,1990,male,75+,1405.0,2232400.0
Japan,1991,female,15-24,442.0,9337000.0
Japan,1991,female,25-34,637.0,7665000.0
Japan,1991,female,35-54,2039.0,18245000.0
Japan,1991,female,05-14,14.0,7536000.0
Japan,1991,female,55-74,2561.0,12912000.0
Japan,1991,female,75+,1687.0,3912000.0
Japan,1991,male,15-24,891.0,9770000.0
Japan,1991,male,25-34,1419.0,7830000.0
Japan,1991,male,35-54,4935.0,18230000.0
Japan,1991,male,05-14,22.0,7928000.0
Japan,1991,male,55-74,3779.0,11126000.0
Japan,1991,male,75+,1354.0,2311000.0
Japan,1992,female,15-24,440.0,9292000.0
Japan,1992,female,25-34,633.0,7810000.0
Japan,1992,female,35-54,1998.0,18131000.0
Japan,1992,female,05-14,32.0,7341000.0
Japan,1992,female,55-74,2555.0,13232000.0
Japan,1992,female,75+,1702.0,4072000.0
Japan,1992,male,15-24,996.0,9743000.0
Japan,1992,male,25-34,1501.0,7985000.0
Japan,1992,male,35-54,5269.0,18135000.0
Japan,1992,male,05-14,52.0,7720000.0
Japan,1992,male,55-74,4155.0,11475000.0
Japan,1992,male,75+,1423.0,2375000.0
Japan,1993,female,15-24,404.0,9233000.0
Japan,1993,female,25-34,598.0,7933000.0
Japan,1993,female,35-54,1955.0,18064000.0
Japan,1993,female,05-14,18.0,7142000.0
Japan,1993,female,55-74,2418.0,13512000.0
Japan,1993,female,75+,1566.0,4227000.0
Japan,1993,male,15-24,974.0,9691000.0
Japan,1993,male,25-34,1473.0,8120000.0
Japan,1993,male,35-54,5472.0,18083000.0
Japan,1993,male,05-14,32.0,7513000.0
Japan,1993,male,55-74,4185.0,11787000.0
Japan,1993,male,75+,1258.0,2430000.0
Japan,1994,female,15-24,463.0,9111000.0
Japan,1994,female,25-34,670.0,8050000.0
Japan,1994,female,35-54,1846.0,18077000.0
Japan,1994,female,05-14,21.0,6960000.0
Japan,1994,female,55-74,2314.0,13742000.0
Japan,1994,female,75+,1538.0,4368000.0
Japan,1994,male,15-24,1147.0,9582000.0
Japan,1994,male,25-34,1631.0,8250000.0
Japan,1994,male,35-54,5439.0,18084000.0
Japan,1994,male,05-14,55.0,7318000.0
Japan,1994,male,55-74,4256.0,12046000.0
Japan,1994,male,75+,1364.0,2476000.0
Japan,1995,female,15-24,488.0,8925300.0
Japan,1995,female,25-34,667.0,8178700.0
Japan,1995,female,35-54,1984.0,17984000.0
Japan,1995,female,05-14,23.0,6792300.0
Japan,1995,female,55-74,2426.0,14003800.0
Japan,1995,female,75+,1582.0,4592800.0
Japan,1995,male,15-24,1050.0,9332000.0
Japan,1995,male,25-34,1692.0,8404400.0
Japan,1995,male,35-54,5507.0,18054500.0
Japan,1995,male,05-14,43.0,7125500.0
Japan,1995,male,55-74,4429.0,12402300.0
Japan,1995,male,75+,1358.0,2553900.0
Japan,1996,female,15-24,474.0,8725000.0
Japan,1996,female,25-34,698.0,8370000.0
Japan,1996,female,35-54,1944.0,17810000.0
Japan,1996,female,05-14,23.0,6643000.0
Japan,1996,female,55-74,2513.0,14347000.0
Japan,1996,female,75+,1614.0,4812000.0
Japan,1996,male,15-24,1036.0,9147000.0
Japan,1996,male,25-34,1690.0,8610000.0
Japan,1996,male,35-54,5725.0,17896000.0
Japan,1996,male,05-14,41.0,6972000.0
Japan,1996,male,55-74,4870.0,12820000.0
Japan,1996,male,75+,1339.0,2633000.0
Japan,1997,female,15-24,468.0,8489000.0
Japan,1997,female,25-34,798.0,8575000.0
Japan,1997,female,35-54,2045.0,17605000.0
Japan,1997,female,05-14,19.0,6494000.0
Japan,1997,female,55-74,2570.0,14670000.0
Japan,1997,female,75+,1674.0,5041000.0
Japan,1997,male,15-24,1011.0,8911000.0
Japan,1997,male,25-34,1813.0,8830000.0
Japan,1997,male,35-54,5984.0,17698000.0
Japan,1997,male,05-14,34.0,6818000.0
Japan,1997,male,55-74,5435.0,13212000.0
Japan,1997,male,75+,1429.0,2717000.0
Japan,1998,female,15-24,612.0,8231000.0
Japan,1998,female,25-34,1050.0,8787000.0
Japan,1998,female,35-54,2385.0,17467000.0
Japan,1998,female,05-14,28.0,6337000.0
Japan,1998,female,55-74,3292.0,14950000.0
Japan,1998,female,75+,2013.0,5285000.0
Japan,1998,male,15-24,1453.0,8649000.0
Japan,1998,male,25-34,2462.0,9051000.0
Japan,1998,male,35-54,8384.0,17557000.0
Japan,1998,male,05-14,66.0,6655000.0
Japan,1998,male,55-74,7981.0,13546000.0
Japan,1998,male,75+,1732.0,2823000.0
Japan,1999,female,15-24,581.0,7974000.0
Japan,1999,female,25-34,1036.0,8959000.0
Japan,1999,female,35-54,2313.0,17316000.0
Japan,1999,female,05-14,29.0,6193000.0
Japan,1999,female,55-74,3146.0,15244000.0
Japan,1999,female,75+,1881.0,5516000.0
Japan,1999,male,15-24,1385.0,8383000.0
Japan,1999,male,25-34,2595.0,9242000.0
Japan,1999,male,35-54,8340.0,17403000.0
Japan,1999,male,05-14,44.0,6505000.0
Japan,1999,male,55-74,7971.0,13851000.0
Japan,1999,male,75+,1794.0,2954000.0
Japan,2000,female,15-24,531.0,7669997.0
Japan,2000,female,25-34,1027.0,8975013.0
Japan,2000,female,35-54,2172.0,17380248.0
Japan,2000,female,05-14,16.0,6090721.0
Japan,2000,female,55-74,3032.0,15357610.0
Japan,2000,female,75+,1796.0,5792695.0
Japan,2000,male,15-24,1273.0,8063415.0
Japan,2000,male,25-34,2454.0,9260089.0
Japan,2000,male,35-54,8023.0,17540437.0
Japan,2000,male,05-14,58.0,6401260.0
Japan,2000,male,55-74,7988.0,14034032.0
Japan,2000,male,75+,1619.0,3187143.0
Japan,2001,female,15-24,522.0,7460000.0
Japan,2001,female,25-34,1013.0,9178000.0
Japan,2001,female,35-54,2148.0,17363000.0
Japan,2001,female,05-14,22.0,5990000.0
Japan,2001,female,55-74,2870.0,15379000.0
Japan,2001,female,75+,1689.0,6095000.0
Japan,2001,male,15-24,1146.0,7856000.0
Japan,2001,male,25-34,2388.0,9466000.0
Japan,2001,male,35-54,7913.0,17516000.0
Japan,2001,male,05-14,39.0,6295000.0
Japan,2001,male,55-74,7690.0,14064000.0
Japan,2001,male,75+,1692.0,3404000.0
Japan,2002,female,15-24,461.0,7274000.0
Japan,2002,female,25-34,1005.0,9124000.0
Japan,2002,female,35-54,2187.0,17125000.0
Japan,2002,female,05-14,12.0,5917000.0
Japan,2002,female,55-74,2919.0,15754000.0
Japan,2002,female,75+,1664.0,6387000.0
Japan,2002,male,15-24,1131.0,7671000.0
Japan,2002,male,25-34,2444.0,9406000.0
Japan,2002,male,35-54,8202.0,17249000.0
Japan,2002,male,05-14,25.0,6215000.0
Japan,2002,male,55-74,7956.0,14446000.0
Japan,2002,male,75+,1709.0,3621000.0
Japan,2003,female,15-24,556.0,7089000.0
Japan,2003,female,25-34,1132.0,9059000.0
Japan,2003,female,35-54,2227.0,16840000.0
Japan,2003,female,05-14,33.0,5858000.0
Japan,2003,female,55-74,3100.0,16200000.0
Japan,2003,female,75+,1643.0,6676000.0
Japan,2003,male,15-24,1158.0,7483000.0
Japan,2003,male,25-34,2910.0,9349000.0
Japan,2003,male,35-54,8948.0,16966000.0
Japan,2003,male,05-14,32.0,6151000.0
Japan,2003,male,55-74,8409.0,14889000.0
Japan,2003,male,75+,1733.0,3835000.0
Japan,2004,female,15-24,579.0,6905000.0
Japan,2004,female,25-34,1088.0,8932000.0
Japan,2004,female,35-54,2045.0,16564000.0
Japan,2004,female,05-14,22.0,5807000.0
Japan,2004,female,55-74,2941.0,16631000.0
Japan,2004,female,75+,1595.0,6977000.0
Japan,2004,male,15-24,1233.0,7289000.0
Japan,2004,male,25-34,2677.0,9241000.0
Japan,2004,male,35-54,8056.0,16685000.0
Japan,2004,male,05-14,27.0,6097000.0
Japan,2004,male,55-74,7895.0,15316000.0
Japan,2004,male,75+,1876.0,4056000.0
Japan,2005,female,15-24,643.0,6672938.0
Japan,2005,female,25-34,1140.0,8705334.0
Japan,2005,female,35-54,2114.0,16388567.0
Japan,2005,female,05-14,16.0,5794794.0
Japan,2005,female,55-74,2786.0,17011318.0
Japan,2005,female,75+,1600.0,7307828.0
Japan,2005,male,15-24,1243.0,7043709.0
Japan,2005,male,25-34,2862.0,8984855.0
Japan,2005,male,35-54,8073.0,16566953.0
Japan,2005,male,05-14,29.0,6095375.0
Japan,2005,male,55-74,8005.0,15797130.0
Japan,2005,male,75+,1858.0,4288706.0
Japan,2006,female,15-24,635.0,6548000.0
Japan,2006,female,25-34,1133.0,8473000.0
Japan,2006,female,35-54,2193.0,16320000.0
Japan,2006,female,05-14,20.0,5767000.0
Japan,2006,female,55-74,2866.0,17213000.0
Japan,2006,female,75+,1639.0,7608000.0
Japan,2006,male,15-24,1257.0,6916000.0
Japan,2006,male,25-34,2667.0,8758000.0
Japan,2006,male,35-54,7436.0,16519000.0
Japan,2006,male,05-14,57.0,6066000.0
Japan,2006,male,55-74,7921.0,16002000.0
Japan,2006,male,75+,1945.0,4512000.0
Japan,2007,female,15-24,596.0,6430000.0
Japan,2007,female,25-34,1084.0,8212000.0
Japan,2007,female,35-54,2303.0,16325000.0
Japan,2007,female,05-14,16.0,5732000.0
Japan,2007,female,55-74,3108.0,17338000.0
Japan,2007,female,75+,1691.0,7913000.0
Japan,2007,male,15-24,1252.0,6795000.0
Japan,2007,male,25-34,2596.0,8501000.0
Japan,2007,male,35-54,7599.0,16557000.0
Japan,2007,male,05-14,31.0,6027000.0
Japan,2007,male,55-74,8184.0,16130000.0
Japan,2007,male,75+,2205.0,4744000.0
Japan,2008,female,15-24,652.0,6293000.0
Japan,2008,female,25-34,1203.0,7933000.0
Japan,2008,female,35-54,2237.0,16400000.0
Japan,2008,female,05-14,18.0,5689000.0
Japan,2008,female,55-74,2885.0,17395000.0
Japan,2008,female,75+,1673.0,8207000.0
Japan,2008,male,15-24,1343.0,6650000.0
Japan,2008,male,25-34,2651.0,8234000.0
Japan,2008,male,35-54,7344.0,16657000.0
Japan,2008,male,05-14,41.0,5982000.0
Japan,2008,male,55-74,7894.0,16197000.0
Japan,2008,male,75+,2132.0,4965000.0
Japan,2009,female,15-24,605.0,6163000.0
Japan,2009,female,25-34,1085.0,7679000.0
Japan,2009,female,35-54,2328.0,16517000.0
Japan,2009,female,05-14,21.0,5627000.0
Japan,2009,female,55-74,2820.0,17413000.0
Japan,2009,female,75+,1649.0,8488000.0
Japan,2009,male,15-24,1326.0,6514000.0
Japan,2009,male,25-34,2657.0,7987000.0
Japan,2009,male,35-54,7799.0,16796000.0
Japan,2009,male,05-14,34.0,5914000.0
Japan,2009,male,55-74,7983.0,16224000.0
Japan,2009,male,75+,2216.0,5174000.0
Japan,2010,female,15-24,508.0,6008624.0
Japan,2010,female,25-34,1008.0,7545642.0
Japan,2010,female,35-54,2404.0,16781836.0
Japan,2010,female,05-14,21.0,5578687.0
Japan,2010,female,55-74,2879.0,17525806.0
Japan,2010,female,75+,1686.0,8804107.0
Japan,2010,male,15-24,1315.0,6324856.0
Japan,2010,male,25-34,2543.0,7822984.0
Japan,2010,male,35-54,7351.0,17131261.0
Japan,2010,male,05-14,42.0,5855595.0
Japan,2010,male,55-74,7466.0,16402437.0
Japan,2010,male,75+,2188.0,5345432.0
Japan,2011,female,15-24,616.0,5931000.0
Japan,2011,female,25-34,1112.0,7314000.0
Japan,2011,female,35-54,2598.0,16861000.0
Japan,2011,female,05-14,22.0,5519000.0
Japan,2011,female,55-74,2883.0,17447000.0
Japan,2011,female,75+,1754.0,9092000.0
Japan,2011,male,15-24,1304.0,6246000.0
Japan,2011,male,25-34,2404.0,7588000.0
Japan,2011,male,35-54,6975.0,17224000.0
Japan,2011,male,05-14,52.0,5792000.0
Japan,2011,male,55-74,6858.0,16343000.0
Japan,2011,male,75+,2188.0,5570000.0
Japan,2012,female,15-24,495.0,5873000.0
Japan,2012,female,25-34,931.0,7110000.0
Japan,2012,female,35-54,2242.0,16937000.0
Japan,2012,female,05-14,20.0,5458000.0
Japan,2012,female,55-74,2636.0,17342000.0
Japan,2012,female,75+,1612.0,9362000.0
Japan,2012,male,15-24,1294.0,6185000.0
Japan,2012,male,25-34,2244.0,7384000.0
Japan,2012,male,35-54,6413.0,17318000.0
Japan,2012,male,05-14,55.0,5729000.0
Japan,2012,male,55-74,6134.0,16254000.0
Japan,2012,male,75+,2262.0,5783000.0
Japan,2013,female,15-24,467.0,5834000.0
Japan,2013,female,25-34,850.0,6913000.0
Japan,2013,female,35-54,2242.0,16974000.0
Japan,2013,female,05-14,34.0,5398000.0
Japan,2013,female,55-74,2604.0,17279000.0
Japan,2013,female,75+,1713.0,9588000.0
Japan,2013,male,15-24,1242.0,6143000.0
Japan,2013,male,25-34,2178.0,7186000.0
Japan,2013,male,35-54,6333.0,17367000.0
Japan,2013,male,05-14,58.0,5666000.0
Japan,2013,male,55-74,5908.0,16202000.0
Japan,2013,male,75+,2362.0,5964000.0
Japan,2014,female,15-24,432.0,5803000.0
Japan,2014,female,25-34,814.0,6734000.0
Japan,2014,female,35-54,2158.0,16959000.0
Japan,2014,female,05-14,34.0,5334000.0
Japan,2014,female,55-74,2512.0,17288000.0
Japan,2014,female,75+,1587.0,9761000.0
Japan,2014,male,15-24,1180.0,6110000.0
Japan,2014,male,25-34,2131.0,7007000.0
Japan,2014,male,35-54,5710.0,17365000.0
Japan,2014,male,05-14,68.0,5596000.0
Japan,2014,male,55-74,5477.0,16213000.0
Japan,2014,male,75+,2254.0,6104000.0
Japan,2015,female,15-24,408.0,5772938.0
Japan,2015,female,25-34,685.0,6614211.0
Japan,2015,female,35-54,2024.0,16991218.0
Japan,2015,female,05-14,28.0,5287719.0
Japan,2015,female,55-74,2292.0,17232482.0
Japan,2015,female,75+,1509.0,9983066.0
Japan,2015,male,15-24,1091.0,6088330.0
Japan,2015,male,25-34,1948.0,6862886.0
Japan,2015,male,35-54,5507.0,17461022.0
Japan,2015,male,05-14,62.0,5553851.0
Japan,2015,male,55-74,5241.0,16239222.0
Japan,2015,male,75+,2297.0,6289365.0
Lithuania,1981,female,15-24,13.0,284400.0
Lithuania,1981,female,25-34,24.0,244800.0
Lithuania,1981,female,35-54,80.0,479000.0
Lithuania,1981,female,05-14,0.0,267100.0
Lithuania,1981,female,55-74,56.0,313300.0
Lithuania,1981,female,75+,22.0,101300.0
Lithuania,1981,male,15-24,100.0,294200.0
Lithuania,1981,male,25-34,214.0,239300.0
Lithuania,1981,male,35-54,442.0,420100.0
Lithuania,1981,male,05-14,5.0,276200.0
Lithuania,1981,male,55-74,160.0,199300.0
Lithuania,1981,male,75+,39.0,53100.0
Lithuania,1982,female,15-24,18.0,286900.0
Lithuania,1982,female,25-34,27.0,250900.0
Lithuania,1982,female,35-54,92.0,475100.0
Lithuania,1982,female,05-14,0.0,266700.0
Lithuania,1982,female,55-74,65.0,318000.0
Lithuania,1982,female,75+,23.0,104200.0
Lithuania,1982,male,15-24,103.0,296000.0
Lithuania,1982,male,25-34,190.0,244500.0
Lithuania,1982,male,35-54,430.0,418700.0
Lithuania,1982,male,05-14,10.0,276500.0
Lithuania,1982,male,55-74,159.0,200700.0
Lithuania,1982,male,75+,56.0,56100.0
Lithuania,1985,female,15-24,17.0,279400.0
Lithuania,1985,female,25-34,47.0,271100.0
Lithuania,1985,female,35-54,90.0,473300.0
Lithuania,1985,female,05-14,0.0,264000.0
Lithuania,1985,female,55-74,59.0,338600.0
Lithuania,1985,female,75+,29.0,111900.0
Lithuania,1985,male,15-24,78.0,290900.0
Lithuania,1985,male,25-34,214.0,267500.0
Lithuania,1985,male,35-54,443.0,419400.0
Lithuania,1985,male,05-14,3.0,273200.0
Lithuania,1985,male,55-74,184.0,216800.0
Lithuania,1985,male,75+,44.0,59800.0
Lithuania,1986,female,15-24,11.0,275800.0
Lithuania,1986,female,25-34,24.0,278500.0
Lithuania,1986,female,35-54,78.0,474400.0
Lithuania,1986,female,05-14,2.0,262600.0
Lithuania,1986,female,55-74,54.0,346200.0
Lithuania,1986,female,75+,23.0,114200.0
Lithuania,1986,male,15-24,74.0,289600.0
Lithuania,1986,male,25-34,121.0,275500.0
Lithuania,1986,male,35-54,334.0,422100.0
Lithuania,1986,male,05-14,4.0,271400.0
Lithuania,1986,male,55-74,138.0,224100.0
Lithuania,1986,male,75+,47.0,59300.0
Lithuania,1987,female,15-24,23.0,273100.0
Lithuania,1987,female,25-34,21.0,285400.0
Lithuania,1987,female,35-54,63.0,475000.0
Lithuania,1987,female,05-14,3.0,261700.0
Lithuania,1987,female,55-74,72.0,354000.0
Lithuania,1987,female,75+,36.0,116900.0
Lithuania,1987,male,15-24,65.0,289000.0
Lithuania,1987,male,25-34,150.0,283500.0
Lithuania,1987,male,35-54,381.0,424900.0
Lithuania,1987,male,05-14,5.0,270100.0
Lithuania,1987,male,55-74,185.0,231600.0
Lithuania,1987,male,75+,46.0,59100.0
Lithuania,1988,female,15-24,13.0,271800.0
Lithuania,1988,female,25-34,27.0,291400.0
Lithuania,1988,female,35-54,81.0,475100.0
Lithuania,1988,female,05-14,0.0,262900.0
Lithuania,1988,female,55-74,75.0,361900.0
Lithuania,1988,female,75+,38.0,118800.0
Lithuania,1988,male,15-24,69.0,289100.0
Lithuania,1988,male,25-34,147.0,291400.0
Lithuania,1988,male,35-54,350.0,427700.0
Lithuania,1988,male,05-14,3.0,271200.0
Lithuania,1988,male,55-74,132.0,239200.0
Lithuania,1988,male,75+,34.0,58700.0
Lithuania,1989,female,15-24,20.0,270979.0
Lithuania,1989,female,25-34,22.0,295674.0
Lithuania,1989,female,35-54,64.0,475738.0
Lithuania,1989,female,05-14,1.0,265589.0
Lithuania,1989,female,55-74,54.0,368955.0
Lithuania,1989,female,75+,28.0,120270.0
Lithuania,1989,male,15-24,63.0,287325.0
Lithuania,1989,male,25-34,161.0,297583.0
Lithuania,1989,male,35-54,386.0,429658.0
Lithuania,1989,male,05-14,5.0,273853.0
Lithuania,1989,male,55-74,157.0,246652.0
Lithuania,1989,male,75+,37.0,58433.0
Lithuania,1990,female,15-24,11.0,270007.0
Lithuania,1990,female,25-34,22.0,296816.0
Lithuania,1990,female,35-54,60.0,476383.0
Lithuania,1990,female,05-14,1.0,267788.0
Lithuania,1990,female,55-74,66.0,375786.0
Lithuania,1990,female,75+,30.0,120051.0
Lithuania,1990,male,15-24,51.0,284223.0
Lithuania,1990,male,25-34,149.0,300256.0
Lithuania,1990,male,35-54,359.0,431107.0
Lithuania,1990,male,05-14,3.0,276213.0
Lithuania,1990,male,55-74,183.0,252488.0
Lithuania,1990,male,75+,32.0,56992.0
Lithuania,1991,female,15-24,22.0,268752.0
Lithuania,1991,female,25-34,24.0,296022.0
Lithuania,1991,female,35-54,81.0,475861.0
Lithuania,1991,female,05-14,1.0,269818.0
Lithuania,1991,female,55-74,69.0,384378.0
Lithuania,1991,female,75+,24.0,118271.0
Lithuania,1991,male,15-24,77.0,281367.0
Lithuania,1991,male,25-34,185.0,301147.0
Lithuania,1991,male,35-54,403.0,431047.0
Lithuania,1991,male,05-14,3.0,278721.0
Lithuania,1991,male,55-74,219.0,259176.0
Lithuania,1991,male,75+,33.0,54974.0
Lithuania,1992,female,15-24,19.0,266418.0
Lithuania,1992,female,25-34,24.0,293257.0
Lithuania,1992,female,35-54,80.0,475245.0
Lithuania,1992,female,05-14,2.0,271082.0
Lithuania,1992,female,55-74,113.0,393165.0
Lithuania,1992,female,75+,33.0,115695.0
Lithuania,1992,male,15-24,83.0,278050.0
Lithuania,1992,male,25-34,173.0,299836.0
Lithuania,1992,male,35-54,477.0,431056.0
Lithuania,1992,male,05-14,4.0,280482.0
Lithuania,1992,male,55-74,243.0,265188.0
Lithuania,1992,male,75+,41.0,52759.0
Lithuania,1993,female,15-24,18.0,263504.0
Lithuania,1993,female,25-34,31.0,287826.0
Lithuania,1993,female,35-54,102.0,476082.0
Lithuania,1993,female,05-14,1.0,270988.0
Lithuania,1993,female,55-74,99.0,400985.0
Lithuania,1993,female,75+,22.0,112294.0
Lithuania,1993,male,15-24,126.0,274804.0
Lithuania,1993,male,25-34,217.0,294957.0
Lithuania,1993,male,35-54,575.0,431920.0
Lithuania,1993,male,05-14,7.0,280449.0
Lithuania,1993,male,55-74,312.0,269891.0
Lithuania,1993,male,75+,50.0,50134.0
Lithuania,1994,female,15-24,32.0,260541.0
Lithuania,1994,female,25-34,24.0,281644.0
Lithuania,1994,female,35-54,93.0,478334.0
Lithuania,1994,female,05-14,1.0,269863.0
Lithuania,1994,female,55-74,85.0,406436.0
Lithuania,1994,female,75+,27.0,109892.0
Lithuania,1994,male,15-24,127.0,270294.0
Lithuania,1994,male,25-34,263.0,289509.0
Lithuania,1994,male,35-54,658.0,433645.0
Lithuania,1994,male,05-14,7.0,279711.0
Lithuania,1994,male,55-74,329.0,272882.0
Lithuania,1994,male,75+,54.0,47979.0
Lithuania,1995,female,15-24,20.0,256623.0
Lithuania,1995,female,25-34,33.0,276055.0
Lithuania,1995,female,35-54,113.0,481445.0
Lithuania,1995,female,05-14,2.0,268965.0
Lithuania,1995,female,55-74,101.0,408926.0
Lithuania,1995,female,75+,37.0,109609.0
Lithuania,1995,male,15-24,134.0,263792.0
Lithuania,1995,male,25-34,226.0,284758.0
Lithuania,1995,male,35-54,632.0,436306.0
Lithuania,1995,male,05-14,4.0,279260.0
Lithuania,1995,male,55-74,325.0,274196.0
Lithuania,1995,male,75+,67.0,47214.0
Lithuania,1996,female,15-24,20.0,251718.0
Lithuania,1996,female,25-34,27.0,271013.0
Lithuania,1996,female,35-54,129.0,484132.0
Lithuania,1996,female,05-14,1.0,268801.0
Lithuania,1996,female,55-74,118.0,410808.0
Lithuania,1996,female,75+,39.0,110913.0
Lithuania,1996,male,15-24,147.0,257675.0
Lithuania,1996,male,25-34,196.0,278848.0
Lithuania,1996,male,35-54,664.0,438770.0
Lithuania,1996,male,05-14,5.0,279323.0
Lithuania,1996,male,55-74,336.0,275843.0
Lithuania,1996,male,75+,40.0,47319.0
Lithuania,1997,female,15-24,17.0,247246.0
Lithuania,1997,female,25-34,31.0,266372.0
Lithuania,1997,female,35-54,109.0,485204.0
Lithuania,1997,female,05-14,4.0,268373.0
Lithuania,1997,female,55-74,94.0,412839.0
Lithuania,1997,female,75+,29.0,113485.0
Lithuania,1997,male,15-24,144.0,252818.0
Lithuania,1997,male,25-34,231.0,272292.0
Lithuania,1997,male,35-54,637.0,440546.0
Lithuania,1997,male,05-14,3.0,279223.0
Lithuania,1997,male,55-74,294.0,277983.0
Lithuania,1997,male,75+,39.0,47892.0
Lithuania,1998,female,15-24,22.0,244923.0
Lithuania,1998,female,25-34,18.0,261722.0
Lithuania,1998,female,35-54,107.0,486222.0
Lithuania,1998,female,05-14,1.0,265436.0
Lithuania,1998,female,55-74,80.0,412652.0
Lithuania,1998,female,75+,40.0,117165.0
Lithuania,1998,male,15-24,112.0,250687.0
Lithuania,1998,male,25-34,222.0,265304.0
Lithuania,1998,male,35-54,557.0,442825.0
Lithuania,1998,male,05-14,2.0,276408.0
Lithuania,1998,male,55-74,345.0,278617.0
Lithuania,1998,male,75+,47.0,49012.0
Lithuania,1999,female,15-24,24.0,244706.0
Lithuania,1999,female,25-34,22.0,256587.0
Lithuania,1999,female,35-54,97.0,489403.0
Lithuania,1999,female,05-14,1.0,259230.0
Lithuania,1999,female,55-74,84.0,409039.0
Lithuania,1999,female,75+,37.0,121573.0
Lithuania,1999,male,15-24,129.0,251394.0
Lithuania,1999,male,25-34,224.0,257244.0
Lithuania,1999,male,35-54,592.0,446764.0
Lithuania,1999,male,05-14,8.0,270111.0
Lithuania,1999,male,55-74,284.0,277228.0
Lithuania,1999,male,75+,48.0,50173.0
Lithuania,2000,female,15-24,25.0,245035.0
