country,year,sex,age,suicides_no,population
Canada,1990,male,55-74,430.0,1969600.0
Canada,1990,male,75+,149.0,459600.0
Canada,1991,female,15-24,76.0,1886900.0
Canada,1991,female,25-34,177.0,2446400.0
Canada,1991,female,35-54,271.0,3674300.0
Canada,1991,female,05-14,9.0,1844900.0
Canada,1991,female,55-74,154.0,2263200.0
Canada,1991,female,75+,31.0,795900.0
Canada,1991,male,15-24,539.0,1943600.0
Canada,1991,male,25-34,713.0,2420300.0
Canada,1991,male,35-54,974.0,3663400.0
Canada,1991,male,05-14,20.0,1941100.0
Canada,1991,male,55-74,490.0,2031500.0
Canada,1991,male,75+,139.0,478900.0
Canada,1992,female,15-24,119.0,1969200.0
Canada,1992,female,25-34,155.0,2499900.0
Canada,1992,female,35-54,323.0,3857500.0
Canada,1992,female,05-14,8.0,1903100.0
Canada,1992,female,55-74,146.0,2313800.0
Canada,1992,female,75+,35.0,834600.0
Canada,1992,male,15-24,504.0,2042300.0
Canada,1992,male,25-34,739.0,2561600.0
Canada,1992,male,35-54,1020.0,3889500.0
Canada,1992,male,05-14,26.0,1995400.0
Canada,1992,male,55-74,497.0,2087600.0
Canada,1992,male,75+,136.0,499900.0
Canada,1993,female,15-24,93.0,1978900.0
Canada,1993,female,25-34,146.0,2501800.0
Canada,1993,female,35-54,331.0,4013200.0
Canada,1993,female,05-14,18.0,1920900.0
Canada,1993,female,55-74,146.0,2348500.0
Canada,1993,female,75+,55.0,858000.0
Canada,1993,male,15-24,488.0,2054700.0
Canada,1993,male,25-34,721.0,2568700.0
Canada,1993,male,35-54,1141.0,4049700.0
Canada,1993,male,05-14,27.0,2009100.0
Canada,1993,male,55-74,499.0,2127800.0
Canada,1993,male,75+,138.0,513400.0
Canada,1994,female,15-24,105.0,1972200.0
Canada,1994,female,25-34,135.0,2460500.0
Canada,1994,female,35-54,339.0,4145800.0
Canada,1994,female,05-14,12.0,1936800.0
Canada,1994,female,55-74,152.0,2380300.0
Canada,1994,female,75+,37.0,884500.0
Canada,1994,male,15-24,506.0,2048800.0
Canada,1994,male,25-34,636.0,2523000.0
Canada,1994,male,35-54,1150.0,4177400.0
Canada,1994,male,05-14,37.0,2024800.0
Canada,1994,male,55-74,479.0,2164400.0
Canada,1994,male,75+,160.0,527500.0
Canada,1995,female,15-24,96.0,1972700.0
Canada,1995,female,25-34,141.0,2431800.0
Canada,1995,female,35-54,363.0,4287400.0
Canada,1995,female,05-14,21.0,1956700.0
Canada,1995,female,55-74,157.0,2403700.0
Canada,1995,female,75+,34.0,921200.0
Canada,1995,male,15-24,507.0,2051200.0
Canada,1995,male,25-34,744.0,2489100.0
Canada,1995,male,35-54,1264.0,4316200.0
Canada,1995,male,05-14,22.0,2045200.0
Canada,1995,male,55-74,473.0,2193400.0
Canada,1995,male,75+,146.0,549900.0
Canada,1996,female,15-24,91.0,1964700.0
Canada,1996,female,25-34,137.0,2346000.0
Canada,1996,female,35-54,434.0,4396400.0
Canada,1996,female,05-14,9.0,1961800.0
Canada,1996,female,55-74,144.0,2417100.0
Canada,1996,female,75+,33.0,935900.0
Canada,1996,male,15-24,490.0,2058900.0
Canada,1996,male,25-34,630.0,2399900.0
Canada,1996,male,35-54,1273.0,4393100.0
Canada,1996,male,05-14,32.0,2064700.0
Canada,1996,male,55-74,506.0,2212300.0
Canada,1996,male,75+,162.0,555800.0
Canada,1997,female,15-24,90.0,1980900.0
Canada,1997,female,25-34,136.0,2308000.0
Canada,1997,female,35-54,356.0,4525500.0
Canada,1997,female,05-14,12.0,1980800.0
Canada,1997,female,55-74,131.0,2446100.0
Canada,1997,female,75+,42.0,970900.0
Canada,1997,male,15-24,464.0,2076000.0
Canada,1997,male,25-34,535.0,2359600.0
Canada,1997,male,35-54,1230.0,4525200.0
Canada,1997,male,05-14,39.0,2084500.0
Canada,1997,male,55-74,490.0,2249500.0
Canada,1997,male,75+,156.0,578100.0
Canada,1998,female,15-24,105.0,1993396.0
Canada,1998,female,25-34,133.0,2251763.0
Canada,1998,female,35-54,341.0,4634299.0
Canada,1998,female,05-14,16.0,1989150.0
Canada,1998,female,55-74,129.0,2483325.0
Canada,1998,female,75+,50.0,1003373.0
Canada,1998,male,15-24,457.0,2090656.0
Canada,1998,male,25-34,568.0,2301724.0
Canada,1998,male,35-54,1226.0,4637556.0
Canada,1998,male,05-14,30.0,2094080.0
Canada,1998,male,55-74,497.0,2294107.0
Canada,1998,male,75+,147.0,599107.0
Canada,1999,female,15-24,90.0,2014044.0
Canada,1999,female,25-34,118.0,2206484.0
Canada,1999,female,35-54,435.0,4736367.0
Canada,1999,female,05-14,7.0,1992889.0
Canada,1999,female,55-74,147.0,2523439.0
Canada,1999,female,75+,53.0,1037189.0
Canada,1999,male,15-24,468.0,2112560.0
Canada,1999,male,25-34,614.0,2254396.0
Canada,1999,male,35-54,1442.0,4743615.0
Canada,1999,male,05-14,25.0,2098556.0
Canada,1999,male,55-74,520.0,2341132.0
Canada,1999,male,75+,155.0,620972.0
Canada,2000,female,15-24,112.0,2030972.0
Canada,2000,female,25-34,119.0,2177984.0
Canada,2000,female,35-54,393.0,4830067.0
Canada,2000,female,05-14,17.0,1996147.0
Canada,2000,female,55-74,137.0,2567097.0
Canada,2000,female,75+,30.0,1071636.0
Canada,2000,male,15-24,430.0,2131117.0
Canada,2000,male,25-34,484.0,2226742.0
Canada,2000,male,35-54,1254.0,4840239.0
Canada,2000,male,05-14,29.0,2101448.0
Canada,2000,male,55-74,455.0,2390741.0
Canada,2000,male,75+,146.0,644375.0
Canada,2001,female,15-24,105.0,2059190.0
Canada,2001,female,25-34,114.0,2130957.0
Canada,2001,female,35-54,392.0,4894497.0
Canada,2001,female,05-14,13.0,1998430.0
Canada,2001,female,55-74,161.0,2618587.0
Canada,2001,female,75+,38.0,1096205.0
Canada,2001,male,15-24,398.0,2168038.0
Canada,2001,male,25-34,500.0,2182409.0
Canada,2001,male,35-54,1347.0,4892041.0
Canada,2001,male,05-14,14.0,2096912.0
Canada,2001,male,55-74,481.0,2458947.0
Canada,2001,male,75+,131.0,665842.0
Canada,2002,female,15-24,108.0,2084984.0
Canada,2002,female,25-34,124.0,2142391.0
Canada,2002,female,35-54,370.0,4929966.0
Canada,2002,female,05-14,17.0,1997372.0
Canada,2002,female,55-74,150.0,2707035.0
Canada,2002,female,75+,30.0,1126677.0
Canada,2002,male,15-24,384.0,2192632.0
Canada,2002,male,25-34,466.0,2194450.0
Canada,2002,male,35-54,1292.0,4926984.0
Canada,2002,male,05-14,18.0,2097593.0
Canada,2002,male,55-74,527.0,2550479.0
Canada,2002,male,75+,164.0,691551.0
Canada,2003,female,15-24,113.0,2103731.0
Canada,2003,female,25-34,114.0,2151969.0
Canada,2003,female,35-54,438.0,4956221.0
Canada,2003,female,05-14,8.0,1987896.0
Canada,2003,female,55-74,145.0,2792599.0
Canada,2003,female,75+,44.0,1156073.0
Canada,2003,male,15-24,409.0,2211023.0
Canada,2003,male,25-34,426.0,2205120.0
Canada,2003,male,35-54,1317.0,4950960.0
Canada,2003,male,05-14,19.0,2087408.0
Canada,2003,male,55-74,581.0,2636917.0
Canada,2003,male,75+,151.0,718916.0
Canada,2004,female,15-24,101.0,2124167.0
Canada,2004,female,25-34,114.0,2169563.0
Canada,2004,female,35-54,428.0,4986017.0
Canada,2004,female,05-14,11.0,1971134.0
Canada,2004,female,55-74,181.0,2879432.0
Canada,2004,female,75+,44.0,1183549.0
Canada,2004,male,15-24,379.0,2230355.0
Canada,2004,male,25-34,477.0,2220407.0
Canada,2004,male,35-54,1210.0,4982932.0
Canada,2004,male,05-14,17.0,2069874.0
Canada,2004,male,55-74,497.0,2721795.0
Canada,2004,male,75+,154.0,744741.0
Canada,2005,female,15-24,131.0,2144094.0
Canada,2005,female,25-34,96.0,2188897.0
Canada,2005,female,35-54,418.0,5018764.0
Canada,2005,female,05-14,25.0,1947297.0
Canada,2005,female,55-74,158.0,2961910.0
Canada,2005,female,75+,58.0,1211769.0
Canada,2005,male,15-24,378.0,2249377.0
Canada,2005,male,25-34,415.0,2236320.0
Canada,2005,male,35-54,1341.0,5018957.0
Canada,2005,male,05-14,19.0,2044772.0
Canada,2005,male,55-74,539.0,2802901.0
Canada,2005,male,75+,165.0,772032.0
Canada,2006,female,15-24,86.0,2179623.0
Canada,2006,female,25-34,118.0,2177957.0
Canada,2006,female,35-54,362.0,5021174.0
Canada,2006,female,05-14,18.0,1920311.0
Canada,2006,female,55-74,187.0,3071300.0
Canada,2006,female,75+,46.0,1241475.0
Canada,2006,male,15-24,331.0,2288073.0
Canada,2006,male,25-34,362.0,2220384.0
Canada,2006,male,35-54,1202.0,5050497.0
Canada,2006,male,05-14,13.0,2014856.0
Canada,2006,male,55-74,599.0,2910932.0
Canada,2006,male,75+,188.0,806380.0
Canada,2007,female,15-24,116.0,2206555.0
Canada,2007,female,25-34,113.0,2212210.0
Canada,2007,female,35-54,400.0,5030803.0
Canada,2007,female,05-14,15.0,1890517.0
Canada,2007,female,55-74,188.0,3170541.0
Canada,2007,female,75+,52.0,1269438.0
Canada,2007,male,15-24,359.0,2318148.0
Canada,2007,male,25-34,404.0,2250433.0
Canada,2007,male,35-54,1224.0,5064536.0
Canada,2007,male,05-14,18.0,1986129.0
Canada,2007,male,55-74,539.0,3006062.0
Canada,2007,male,75+,183.0,837259.0
Canada,2008,female,15-24,119.0,2227003.0
Canada,2008,female,25-34,118.0,2251723.0
Canada,2008,female,35-54,413.0,5038500.0
Canada,2008,female,05-14,9.0,1861517.0
Canada,2008,female,55-74,231.0,3276332.0
Canada,2008,female,75+,38.0,1296269.0
Canada,2008,male,15-24,344.0,2341539.0
Canada,2008,male,25-34,395.0,2286010.0
Canada,2008,male,35-54,1241.0,5076969.0
Canada,2008,male,05-14,16.0,1959155.0
Canada,2008,male,55-74,589.0,3107189.0
Canada,2008,male,75+,192.0,866435.0
Canada,2009,female,15-24,130.0,2238546.0
Canada,2009,female,25-34,119.0,2293665.0
Canada,2009,female,35-54,402.0,5043261.0
Canada,2009,female,05-14,12.0,1837414.0
Canada,2009,female,55-74,192.0,3389717.0
Canada,2009,female,75+,46.0,1322098.0
Canada,2009,male,15-24,349.0,2355316.0
Canada,2009,male,25-34,437.0,2325144.0
Canada,2009,male,35-54,1328.0,5085328.0
Canada,2009,male,05-14,13.0,1937420.0
Canada,2009,male,55-74,680.0,3216246.0
Canada,2009,male,75+,182.0,893202.0
Canada,2010,female,15-24,115.0,2239759.0
Canada,2010,female,25-34,154.0,2335884.0
Canada,2010,female,35-54,402.0,5044926.0
Canada,2010,female,05-14,13.0,1820274.0
Canada,2010,female,55-74,237.0,3510692.0
Canada,2010,female,75+,49.0,1347679.0
Canada,2010,male,15-24,371.0,2357806.0
Canada,2010,male,25-34,409.0,2366854.0
Canada,2010,male,35-54,1292.0,5088099.0
Canada,2010,male,05-14,19.0,1922599.0
Canada,2010,male,55-74,690.0,3333897.0
Canada,2010,male,75+,200.0,917671.0
Canada,2011,female,15-24,135.0,2248192.0
Canada,2011,female,25-34,134.0,2370185.0
Canada,2011,female,35-54,390.0,5032043.0
Canada,2011,female,05-14,18.0,1815461.0
Canada,2011,female,55-74,215.0,3629587.0
Canada,2011,female,75+,55.0,1368680.0
Canada,2011,male,15-24,364.0,2356694.0
Canada,2011,male,25-34,410.0,2400784.0
Canada,2011,male,35-54,1127.0,5074280.0
Canada,2011,male,05-14,13.0,1920567.0
Canada,2011,male,55-74,683.0,3455517.0
Canada,2011,male,75+,184.0,943428.0
Canada,2012,female,15-24,137.0,2255895.0
Canada,2012,female,25-34,129.0,2403433.0
Canada,2012,female,35-54,385.0,5018897.0
Canada,2012,female,05-14,17.0,1816079.0
Canada,2012,female,55-74,241.0,3756013.0
Canada,2012,female,75+,45.0,1389078.0
Canada,2012,male,15-24,381.0,2358461.0
Canada,2012,male,25-34,419.0,2431632.0
Canada,2012,male,35-54,1205.0,5056024.0
Canada,2012,male,05-14,17.0,1921981.0
Canada,2012,male,55-74,770.0,3586361.0
Canada,2012,male,75+,180.0,967342.0
Canada,2013,female,15-24,138.0,2261173.0
Canada,2013,female,25-34,135.0,2433660.0
Canada,2013,female,35-54,400.0,5003771.0
Canada,2013,female,05-14,20.0,1823010.0
Canada,2013,female,55-74,255.0,3887315.0
Canada,2013,female,75+,65.0,1410630.0
Canada,2013,male,15-24,300.0,2362807.0
Canada,2013,male,25-34,439.0,2456335.0
Canada,2013,male,35-54,1244.0,5032714.0
Canada,2013,male,05-14,15.0,1927751.0
Canada,2013,male,55-74,812.0,3724622.0
Canada,2013,male,75+,231.0,991048.0
Hungary,1979,female,15-24,52.0,732800.0
Hungary,1979,female,25-34,131.0,814500.0
Hungary,1979,female,35-54,470.0,1420700.0
Hungary,1979,female,05-14,1.0,699000.0
Hungary,1979,female,55-74,568.0,1116700.0
Hungary,1979,female,75+,242.0,301200.0
Hungary,1979,male,15-24,236.0,770900.0
Hungary,1979,male,25-34,457.0,838600.0
Hungary,1979,male,35-54,1246.0,1337500.0
Hungary,1979,male,05-14,16.0,740400.0
Hungary,1979,male,55-74,984.0,883400.0
Hungary,1979,male,75+,364.0,172400.0
Hungary,1980,female,15-24,56.0,698500.0
Hungary,1980,female,25-34,136.0,827000.0
Hungary,1980,female,35-54,445.0,1411900.0
Hungary,1980,female,05-14,6.0,729500.0
Hungary,1980,female,55-74,537.0,1133800.0
Hungary,1980,female,75+,282.0,311400.0
Hungary,1980,male,15-24,231.0,733900.0
Hungary,1980,male,25-34,494.0,847700.0
Hungary,1980,male,35-54,1282.0,1328500.0
Hungary,1980,male,05-14,28.0,774800.0
Hungary,1980,male,55-74,943.0,892900.0
Hungary,1980,male,75+,357.0,176600.0
Hungary,1981,female,15-24,67.0,671100.0
Hungary,1981,female,25-34,148.0,849100.0
Hungary,1981,female,35-54,490.0,1399900.0
Hungary,1981,female,05-14,6.0,755200.0
Hungary,1981,female,55-74,603.0,1142500.0
Hungary,1981,female,75+,272.0,316700.0
Hungary,1981,male,15-24,222.0,706300.0
Hungary,1981,male,25-34,496.0,871700.0
Hungary,1981,male,35-54,1204.0,1320400.0
Hungary,1981,male,05-14,17.0,801500.0
Hungary,1981,male,55-74,956.0,896400.0
Hungary,1981,male,75+,390.0,177900.0
Hungary,1982,female,15-24,58.0,656300.0
Hungary,1982,female,25-34,112.0,857100.0
Hungary,1982,female,35-54,426.0,1396200.0
Hungary,1982,female,05-14,2.0,774100.0
Hungary,1982,female,55-74,602.0,1146100.0
Hungary,1982,female,75+,242.0,323800.0
Hungary,1982,male,15-24,180.0,692000.0
Hungary,1982,male,25-34,486.0,880900.0
Hungary,1982,male,35-54,1222.0,1320000.0
Hungary,1982,male,05-14,11.0,820000.0
Hungary,1982,male,55-74,936.0,896700.0
Hungary,1982,male,75+,378.0,180300.0
Hungary,1983,female,15-24,62.0,652900.0
Hungary,1983,female,25-34,140.0,851600.0
Hungary,1983,female,35-54,465.0,1399700.0
Hungary,1983,female,05-14,5.0,785200.0
Hungary,1983,female,55-74,530.0,1147300.0
Hungary,1983,female,75+,253.0,331200.0
Hungary,1983,male,15-24,185.0,689000.0
Hungary,1983,male,25-34,529.0,876300.0
Hungary,1983,male,35-54,1372.0,1325600.0
Hungary,1983,male,05-14,17.0,831800.0
Hungary,1983,male,55-74,1009.0,895500.0
Hungary,1983,male,75+,339.0,183000.0
Hungary,1984,female,15-24,47.0,653700.0
Hungary,1984,female,25-34,141.0,841000.0
Hungary,1984,female,35-54,424.0,1404600.0
Hungary,1984,female,05-14,3.0,791600.0
Hungary,1984,female,55-74,508.0,1147600.0
Hungary,1984,female,75+,291.0,340000.0
Hungary,1984,male,15-24,185.0,691600.0
Hungary,1984,male,25-34,525.0,865700.0
Hungary,1984,male,35-54,1420.0,1332500.0
Hungary,1984,male,05-14,21.0,838500.0
Hungary,1984,male,55-74,970.0,893500.0
Hungary,1984,male,75+,365.0,186200.0
Hungary,1985,female,15-24,42.0,656500.0
Hungary,1985,female,25-34,139.0,826300.0
Hungary,1985,female,35-54,372.0,1410800.0
Hungary,1985,female,05-14,6.0,794000.0
Hungary,1985,female,55-74,466.0,1148000.0
Hungary,1985,female,75+,253.0,349300.0
Hungary,1985,male,15-24,176.0,696100.0
Hungary,1985,male,25-34,563.0,850400.0
Hungary,1985,male,35-54,1421.0,1340700.0
Hungary,1985,male,05-14,5.0,840200.0
Hungary,1985,male,55-74,889.0,892400.0
Hungary,1985,male,75+,393.0,189700.0
Hungary,1986,female,15-24,56.0,661300.0
Hungary,1986,female,25-34,155.0,808100.0
Hungary,1986,female,35-54,446.0,1419000.0
Hungary,1986,female,05-14,6.0,792700.0
Hungary,1986,female,55-74,472.0,1147700.0
Hungary,1986,female,75+,289.0,357200.0
Hungary,1986,male,15-24,142.0,701700.0
Hungary,1986,male,25-34,557.0,832700.0
Hungary,1986,male,35-54,1392.0,1351000.0
Hungary,1986,male,05-14,7.0,837300.0
Hungary,1986,male,55-74,931.0,890600.0
Hungary,1986,male,75+,364.0,192900.0
Hungary,1987,female,15-24,69.0,670300.0
Hungary,1987,female,25-34,141.0,787200.0
Hungary,1987,female,35-54,422.0,1428100.0
Hungary,1987,female,05-14,3.0,787400.0
Hungary,1987,female,55-74,517.0,1145200.0
Hungary,1987,female,75+,253.0,366200.0
Hungary,1987,male,15-24,173.0,711200.0
Hungary,1987,male,25-34,547.0,813300.0
Hungary,1987,male,35-54,1351.0,1362300.0
Hungary,1987,male,05-14,9.0,830600.0
Hungary,1987,male,55-74,927.0,886300.0
Hungary,1987,male,75+,370.0,196800.0
Hungary,1988,female,15-24,69.0,682100.0
Hungary,1988,female,25-34,145.0,761500.0
Hungary,1988,female,35-54,443.0,1441300.0
Hungary,1988,female,05-14,4.0,776700.0
Hungary,1988,female,55-74,462.0,1142600.0
Hungary,1988,female,75+,282.0,376300.0
Hungary,1988,male,15-24,152.0,723600.0
Hungary,1988,male,25-34,456.0,788500.0
Hungary,1988,male,35-54,1218.0,1378600.0
Hungary,1988,male,05-14,13.0,818400.0
Hungary,1988,male,55-74,785.0,882700.0
Hungary,1988,male,75+,348.0,201300.0
Hungary,1989,female,15-24,51.0,700600.0
Hungary,1989,female,25-34,109.0,728200.0
Hungary,1989,female,35-54,405.0,1464300.0
Hungary,1989,female,05-14,4.0,756700.0
Hungary,1989,female,55-74,408.0,1139600.0
Hungary,1989,female,75+,287.0,385100.0
Hungary,1989,male,15-24,177.0,742400.0
Hungary,1989,male,25-34,476.0,755500.0
Hungary,1989,male,35-54,1296.0,1405200.0
Hungary,1989,male,05-14,11.0,796100.0
Hungary,1989,male,55-74,813.0,878600.0
Hungary,1989,male,75+,359.0,204800.0
Hungary,1990,female,15-24,59.0,721104.0
Hungary,1990,female,25-34,80.0,677383.0
Hungary,1990,female,35-54,361.0,1464694.0
Hungary,1990,female,05-14,6.0,724010.0
Hungary,1990,female,55-74,365.0,1130054.0
Hungary,1990,female,75+,282.0,373298.0
Hungary,1990,male,15-24,152.0,756824.0
Hungary,1990,male,25-34,385.0,688003.0
Hungary,1990,male,35-54,1231.0,1397151.0
Hungary,1990,male,05-14,19.0,758935.0
Hungary,1990,male,55-74,807.0,869707.0
Hungary,1990,male,75+,386.0,196496.0
Hungary,1991,female,15-24,40.0,748660.0
Hungary,1991,female,25-34,85.0,652494.0
Hungary,1991,female,35-54,341.0,1486414.0
Hungary,1991,female,05-14,2.0,697494.0
Hungary,1991,female,55-74,382.0,1146759.0
Hungary,1991,female,75+,263.0,363039.0
Hungary,1991,male,15-24,154.0,785554.0
Hungary,1991,male,25-34,364.0,663374.0
Hungary,1991,male,35-54,1271.0,1420586.0
Hungary,1991,male,05-14,7.0,730241.0
Hungary,1991,male,55-74,751.0,874916.0
Hungary,1991,male,75+,333.0,188235.0
Hungary,1992,female,15-24,44.0,767574.0
Hungary,1992,female,25-34,73.0,639938.0
Hungary,1992,female,35-54,346.0,1499718.0
Hungary,1992,female,05-14,2.0,674998.0
Hungary,1992,female,55-74,384.0,1167015.0
Hungary,1992,female,75+,212.0,349038.0
Hungary,1992,male,15-24,202.0,804971.0
Hungary,1992,male,25-34,364.0,651345.0
Hungary,1992,male,35-54,1281.0,1435500.0
Hungary,1992,male,05-14,9.0,706161.0
Hungary,1992,male,55-74,766.0,880216.0
Hungary,1992,male,75+,317.0,178482.0
Hungary,1993,female,15-24,43.0,778205.0
Hungary,1993,female,25-34,63.0,638434.0
Hungary,1993,female,35-54,320.0,1505289.0
Hungary,1993,female,05-14,1.0,655499.0
Hungary,1993,female,55-74,354.0,1187358.0
Hungary,1993,female,75+,198.0,335159.0
Hungary,1993,male,15-24,157.0,816038.0
Hungary,1993,male,25-34,326.0,650343.0
Hungary,1993,male,35-54,1189.0,1441399.0
Hungary,1993,male,05-14,7.0,685836.0
Hungary,1993,male,55-74,736.0,885398.0
Hungary,1993,male,75+,300.0,168944.0
Hungary,1994,female,15-24,41.0,783898.0
Hungary,1994,female,25-34,57.0,641114.0
Hungary,1994,female,35-54,310.0,1507467.0
Hungary,1994,female,05-14,1.0,639352.0
Hungary,1994,female,55-74,272.0,1197788.0
Hungary,1994,female,75+,217.0,331979.0
Hungary,1994,male,15-24,167.0,821912.0
Hungary,1994,male,25-34,302.0,654647.0
Hungary,1994,male,35-54,1194.0,1442354.0
Hungary,1994,male,05-14,7.0,668761.0
Hungary,1994,male,55-74,765.0,885885.0
Hungary,1994,male,75+,292.0,165660.0
Hungary,1995,female,15-24,30.0,786111.0
Hungary,1995,female,25-34,55.0,645436.0
Hungary,1995,female,35-54,284.0,1506265.0
Hungary,1995,female,05-14,0.0,627589.0
Hungary,1995,female,55-74,320.0,1197086.0
Hungary,1995,female,75+,202.0,342301.0
Hungary,1995,male,15-24,159.0,823833.0
Hungary,1995,male,25-34,244.0,661031.0
Hungary,1995,male,35-54,1114.0,1439373.0
Hungary,1995,male,05-14,8.0,655969.0
Hungary,1995,male,55-74,668.0,882335.0
Hungary,1995,male,75+,282.0,169919.0
Hungary,1996,female,15-24,29.0,785423.0
Hungary,1996,female,25-34,49.0,651327.0
Hungary,1996,female,35-54,281.0,1502683.0
Hungary,1996,female,05-14,1.0,620053.0
Hungary,1996,female,55-74,332.0,1193895.0
Hungary,1996,female,75+,224.0,355446.0
Hungary,1996,male,15-24,147.0,823037.0
Hungary,1996,male,25-34,253.0,668423.0
Hungary,1996,male,35-54,1146.0,1434514.0
Hungary,1996,male,05-14,2.0,647562.0
Hungary,1996,male,55-74,718.0,878781.0
Hungary,1996,male,75+,254.0,176106.0
Hungary,1997,female,15-24,32.0,781186.0
Hungary,1997,female,25-34,40.0,661074.0
Hungary,1997,female,35-54,249.0,1494699.0
Hungary,1997,female,05-14,2.0,614597.0
Hungary,1997,female,55-74,303.0,1191288.0
Hungary,1997,female,75+,199.0,369640.0
Hungary,1997,male,15-24,131.0,818909.0
Hungary,1997,male,25-34,255.0,679841.0
Hungary,1997,male,35-54,1039.0,1425819.0
Hungary,1997,male,05-14,5.0,641303.0
Hungary,1997,male,55-74,657.0,876617.0
Hungary,1997,male,75+,296.0,182808.0
Hungary,1998,female,15-24,29.0,772891.0
Hungary,1998,female,25-34,54.0,673296.0
Hungary,1998,female,35-54,268.0,1484346.0
Hungary,1998,female,05-14,0.0,609542.0
Hungary,1998,female,55-74,241.0,1190456.0
Hungary,1998,female,75+,185.0,384001.0
Hungary,1998,male,15-24,145.0,810229.0
Hungary,1998,male,25-34,275.0,693639.0
Hungary,1998,male,35-54,1185.0,1414258.0
Hungary,1998,male,05-14,5.0,635890.0
Hungary,1998,male,55-74,620.0,876420.0
Hungary,1998,male,75+,238.0,189405.0
Hungary,1999,female,15-24,29.0,751430.0
Hungary,1999,female,25-34,51.0,687362.0
Hungary,1999,female,35-54,246.0,1445083.0
Hungary,1999,female,05-14,1.0,594331.0
Hungary,1999,female,55-74,267.0,1155762.0
Hungary,1999,female,75+,184.0,378946.0
Hungary,1999,male,15-24,150.0,786244.0
Hungary,1999,male,25-34,285.0,714686.0
Hungary,1999,male,35-54,1138.0,1384204.0
Hungary,1999,male,05-14,11.0,622165.0
Hungary,1999,male,55-74,662.0,847199.0
Hungary,1999,male,75+,302.0,185652.0
Hungary,2000,female,15-24,29.0,721347.0
Hungary,2000,female,25-34,47.0,717781.0
Hungary,2000,female,35-54,256.0,1433302.0
Hungary,2000,female,05-14,3.0,588533.0
Hungary,2000,female,55-74,272.0,1153021.0
Hungary,2000,female,75+,199.0,387228.0
Hungary,2000,male,15-24,132.0,754097.0
Hungary,2000,male,25-34,302.0,747288.0
Hungary,2000,male,35-54,1090.0,1373290.0
Hungary,2000,male,05-14,8.0,616642.0
Hungary,2000,male,55-74,659.0,845819.0
Hungary,2000,male,75+,272.0,188686.0
Hungary,2001,female,15-24,31.0,713068.0
Hungary,2001,female,25-34,38.0,742972.0
Hungary,2001,female,35-54,241.0,1459506.0
Hungary,2001,female,05-14,1.0,582764.0
Hungary,2001,female,55-74,228.0,1190022.0
Hungary,2001,female,75+,157.0,419870.0
Hungary,2001,male,15-24,132.0,745448.0
Hungary,2001,male,25-34,254.0,767594.0
Hungary,2001,male,35-54,1038.0,1388219.0
Hungary,2001,male,05-14,3.0,610320.0
Hungary,2001,male,55-74,579.0,879449.0
Hungary,2001,male,75+,276.0,205366.0
Hungary,2002,female,15-24,25.0,692093.0
Hungary,2002,female,25-34,41.0,761375.0
Hungary,2002,female,35-54,248.0,1453102.0
Hungary,2002,female,05-14,3.0,570215.0
Hungary,2002,female,55-74,181.0,1190173.0
Hungary,2002,female,75+,149.0,430724.0
Hungary,2002,male,15-24,123.0,722619.0
Hungary,2002,male,25-34,232.0,787190.0
Hungary,2002,male,35-54,997.0,1382754.0
Hungary,2002,male,05-14,4.0,598250.0
Hungary,2002,male,55-74,582.0,881937.0
Hungary,2002,male,75+,254.0,209732.0
Hungary,2003,female,15-24,23.0,672145.0
Hungary,2003,female,25-34,33.0,772722.0
Hungary,2003,female,35-54,211.0,1446346.0
Hungary,2003,female,05-14,0.0,557602.0
Hungary,2003,female,55-74,214.0,1196595.0
Hungary,2003,female,75+,159.0,440470.0
Hungary,2003,male,15-24,101.0,701620.0
Hungary,2003,male,25-34,231.0,799322.0
Hungary,2003,male,35-54,939.0,1377798.0
Hungary,2003,male,05-14,8.0,585286.0
Hungary,2003,male,55-74,645.0,888834.0
Hungary,2003,male,75+,236.0,213793.0
Hungary,2004,female,15-24,21.0,655267.0
Hungary,2004,female,25-34,45.0,781012.0
Hungary,2004,female,35-54,243.0,1440339.0
Hungary,2004,female,05-14,2.0,544457.0
Hungary,2004,female,55-74,198.0,1204796.0
Hungary,2004,female,75+,146.0,450461.0
Hungary,2004,male,15-24,111.0,683254.0
Hungary,2004,male,25-34,233.0,809225.0
Hungary,2004,male,35-54,933.0,1374752.0
Hungary,2004,male,05-14,5.0,571353.0
Hungary,2004,male,55-74,543.0,896983.0
Hungary,2004,male,75+,262.0,218145.0
Hungary,2005,female,15-24,17.0,643025.0
Hungary,2005,female,25-34,38.0,786160.0
Hungary,2005,female,35-54,214.0,1431293.0
Hungary,2005,female,05-14,0.0,531081.0
Hungary,2005,female,55-74,203.0,1213827.0
Hungary,2005,female,75+,121.0,460429.0
Hungary,2005,male,15-24,80.0,669313.0
Hungary,2005,male,25-34,215.0,816243.0
Hungary,2005,male,35-54,912.0,1370704.0
Hungary,2005,male,05-14,5.0,557376.0
Hungary,2005,male,55-74,545.0,906718.0
Hungary,2005,male,75+,269.0,222774.0
Hungary,2006,female,15-24,15.0,634608.0
Hungary,2006,female,25-34,52.0,788769.0
Hungary,2006,female,35-54,227.0,1421095.0
Hungary,2006,female,05-14,1.0,517602.0
Hungary,2006,female,55-74,187.0,1224334.0
Hungary,2006,female,75+,118.0,469796.0
